"bookRank","author","authorRank","title","avg_rating","num_ratings","publication_year","num_pages","titleLength","book_series"
2,"Scott Meyer",62,"Spell or High Water",4,8339,2014,442,35,"Magic 2.0"
3,"Scott Meyer",62,"An Unwelcome Quest",3.98,6175,NA,NA,34,"Magic 2.0"
4,"Scott Meyer",62,"Master of Formalities",3.83,1287,2015,446,21,""
5,"Scott Meyer",62,"The Authorities",3.93,939,NA,NA,15,""
6,"Scott Meyer",62,"Help Is on the Way: A Collection of Basic Instructions: Collection of Basic Instructions v. 1",4.32,75,2008,NA,93,""
7,"Scott Meyer",62,"Made with 90% Recycled Art",4.34,38,2010,119,26,""
8,"Scott Meyer",62,"Curse of the Masking Tape Mummy: Basic Instructions",4.65,31,2012,152,51,""
9,"Scott Meyer",62,"Dignified Hedonism",4.29,14,2013,147,18,""
1,"Alisa Woods",63,"Jaxson",3.91,1723,NA,254,30,"River Pack Wolves"
2,"Alisa Woods",63,"Desired",3.9,1071,NA,NA,24,"True Alpha"
3,"Alisa Woods",63,"Jace",4.13,780,NA,162,28,"River Pack Wolves"
4,"Alisa Woods",63,"Jared",4.24,630,NA,NA,29,"River Pack Wolves"
5,"Alisa Woods",63,"Wild Game",4.11,606,NA,NA,35,"Wilding Pack Wolves"
6,"Alisa Woods",63,"True Alpha",4.23,573,NA,404,34,""
7,"Alisa Woods",63,"Kiss of a Dragon",4.03,538,2016,NA,38,"Fallen Immortals"
8,"Alisa Woods",63,"Guarded",4.07,428,2014,70,24,"True Alpha"
9,"Alisa Woods",63,"Wild Love",4.33,375,NA,NA,34,"Wilding Pack Wolves"
10,"Alisa Woods",63,"A True Alpha Christmas",4.26,367,NA,NA,22,""
1,"Brittany Fichter",64,"Before Beauty: A Retelling of Beauty and the Beast",3.84,201,2015,220,80,"Becoming Beauty Trilogy"
2,"Brittany Fichter",64,"Girl in the Red Hood: A Retelling of Little Red Riding Hood",3.82,67,2015,226,59,""
3,"Brittany Fichter",64,"Blinding Beauty: A Retelling of the Princess and the Glass Hill",4.05,38,2016,NA,93,"Becoming Beauty Trilogy"
4,"Brittany Fichter",64,"Once Upon a Happy Ending: An Anthology of Reimagined Fairy Tales",4.32,31,NA,NA,64,""
5,"Brittany Fichter",64,"The Princess and St. George's Dragon",3.4,25,NA,NA,36,""
6,"Brittany Fichter",64,"Beauty Beheld: A Retelling of Hansel and Gretel",4.5,16,NA,NA,84,""
1,"Emma L. Adams",65,"Faerie Blood",3.93,870,2016,NA,44,"The Changeling Chronicles"
2,"Emma L. Adams",65,"Faerie Magic",4.08,514,NA,NA,44,"The Changeling Chronicles"
3,"Emma L. Adams",65,"Faerie Realm",4.2,326,NA,NA,43,"The Changeling Chronicles"
4,"Emma L. Adams",65,"Darkness Watching",3.75,307,2013,196,33,"Darkworld"
5,"Emma L. Adams",65,"Adamant",3.88,189,2015,384,22,"Alliance"
6,"Emma L. Adams",65,"Faerie Wrath",4.25,161,NA,NA,47,""
7,"Emma L. Adams",65,"Nemesis",4.14,107,2015,384,22,"Alliance"
8,"Emma L. Adams",65,"Magic and Mayhem: 21 Fantasy Novels by NY Times, USA Today and Internationally Bestselling Authors",3.95,88,NA,NA,98,""
9,"Emma L. Adams",65,"Collision",4.2,79,NA,NA,23,"Alliance"
10,"Emma L. Adams",65,"Walking Shadow",4.05,80,2014,230,30,"Darkworld"
1,"Sam Sisavath",66,"The Purge of Babylon",4.05,2768,NA,483,42,"Purge of Babylon"
2,"Sam Sisavath",66,"The Gates of Byzantium",4.27,1708,NA,NA,44,"Purge of Babylon"
3,"Sam Sisavath",66,"The Stones of Angkor",4.35,1469,NA,NA,42,"Purge of Babylon"
4,"Sam Sisavath",66,"The Fires of Atlantis",4.38,1255,NA,NA,43,"Purge of Babylon"
5,"Sam Sisavath",66,"The Ashes of Pompeii",4.4,996,NA,NA,42,"Purge of Babylon"
6,"Sam Sisavath",66,"The Isles of Elysium",4.4,922,NA,NA,42,"Purge of Babylon"
7,"Sam Sisavath",66,"The Walls of Lemuria",4.28,869,NA,NA,44,"Purge of Babylon"
8,"Sam Sisavath",66,"The Spears of Laconia",4.35,755,NA,NA,43,"Purge of Babylon"
9,"Sam Sisavath",66,"The Fields of Lemuria",4.32,754,NA,NA,45,"Purge of Babylon"
10,"Sam Sisavath",66,"Hunter/Prey",4.06,763,NA,NA,30,"Allie Krycek"
1,"Cameron Jace",67,"Insanity",3.86,4671,2013,254,22,"Insanity"
2,"Cameron Jace",67,"Grimm Diaries Prequels",3.84,3328,2012,274,56,"The Grimm Diaries Prequels"
3,"Cameron Jace",67,"Snow White Blood Red",3.77,2977,2012,25,53,"The Grimm Diaries Prequels"
4,"Cameron Jace",67,"Snow White Sorrow",3.83,2195,2013,480,41,"The Grimm Diaries"
5,"Cameron Jace",67,"Figment",4.18,1520,2014,NA,22,"Insanity"
6,"Cameron Jace",67,"I Am Alive",3.92,1545,2012,267,27,"I Am Alive"
7,"Cameron Jace",67,"The Grimm Diaries Prequels 7- 10",4.17,1403,2013,133,32,""
8,"Cameron Jace",67,"Ashes to Ashes and Cinder to Cinder",3.75,1553,2012,28,69,"The Grimm Diaries Prequels"
9,"Cameron Jace",67,"Beauty Never Dies",3.77,1394,2012,28,50,"The Grimm Diaries Prequels"
10,"Cameron Jace",67,"Ladle Rat Rotten Hut",3.97,1248,2012,40,53,"The Grimm Diaries Prequels"
1,"Elizabeth Hunter",68,"A Hidden Fire",4.06,17990,2011,320,39,"Elemental Mysteries"
2,"Elizabeth Hunter",68,"This Same Earth",4.24,11486,2011,420,41,"Elemental Mysteries"
3,"Elizabeth Hunter",68,"The Force of Wind",4.29,10079,2012,262,43,"Elemental Mysteries"
4,"Elizabeth Hunter",68,"A Fall of Water",4.34,9289,2012,420,40,"Elemental Mysteries"
5,"Elizabeth Hunter",68,"The Scribe",4.2,5985,2013,306,32,"Irin Chronicles"
6,"Elizabeth Hunter",68,"Building From Ashes",4.29,4790,2012,371,41,"Elemental World"
7,"Elizabeth Hunter",68,"The Singer",4.17,3953,2014,336,32,"Irin Chronicles"
8,"Elizabeth Hunter",68,"Blood and Sand",4.37,3247,2013,285,36,"Elemental World"
9,"Elizabeth Hunter",68,"The Secret",4.3,2753,2015,373,32,"Irin Chronicles"
10,"Elizabeth Hunter",68,"Waterlocked",4.21,2263,NA,NA,35,"Elemental World"
1,"Rachel Morgan",69,"The Faerie Guardian",3.98,4657,2012,298,39,"Creepy Hollow"
2,"Rachel Morgan",69,"The Faerie Prince",4.35,2534,2013,360,37,"Creepy Hollow"
3,"Rachel Morgan",69,"The Faerie War",4.36,2215,2013,334,34,"Creepy Hollow"
4,"Rachel Morgan",69,"A Faerie's Secret",4.45,881,2015,350,37,"Creepy Hollow"
5,"Rachel Morgan",69,"The Trouble with Flying",3.96,762,2014,256,48,"The Trouble Series"
6,"Rachel Morgan",69,"A Faerie's Revenge",4.51,652,2015,380,38,"Creepy Hollow"
7,"Rachel Morgan",69,"The Faerie Guardian, Part I",3.93,635,2012,55,27,""
8,"Rachel Morgan",69,"Faery Realms: Ten Magical Titles: Multi-Author Bundle of Novels & Novellas",3.78,323,NA,NA,96,""
9,"Rachel Morgan",69,"Forgiven",3.75,274,2014,76,35,"The Trouble Series"
10,"Rachel Morgan",69,"The Trouble with Flirting",3.91,261,2014,332,50,"The Trouble Series"
1,"V. Vaughn",70,"Brindle",3.59,583,NA,NA,34,"Winter Valley Wolves"
2,"V. Vaughn",70,"Called by the Bear, Part 1",3.9,508,NA,NA,26,""
3,"V. Vaughn",70,"Called by the Bear, Part 2",4.09,312,NA,NA,26,""
4,"V. Vaughn",70,"Bosun",3.96,314,NA,NA,32,"Winter Valley Wolves"
5,"V. Vaughn",70,"Berch",4.01,284,NA,NA,31,"Winter Valley Wolves"
6,"V. Vaughn",70,"Called by the Bear, Part 3",4.08,271,NA,NA,26,""
7,"V. Vaughn",70,"Chosen",4.13,213,NA,NA,33,"Winter Valley Wolves"
8,"V. Vaughn",70,"Andre",3.98,214,NA,NA,30,"Rocked by the Bear"
9,"V. Vaughn",70,"Tempted by the Bear: Part 1",4.08,204,NA,NA,27,""
10,"V. Vaughn",70,"Called by the Bear, Part 4",4.21,197,NA,NA,26,""
1,"Terry Brooks",71,"The Sword of Shannara",3.75,60073,1999,726,57,"The Original Shannara Trilogy"
2,"Terry Brooks",71,"The Elfstones of Shannara",3.96,52696,NA,564,62,"The Original Shannara Trilogy"
3,"Terry Brooks",71,"The Wishsong of Shannara",3.96,35238,1999,512,60,"The Original Shannara Trilogy"
4,"Terry Brooks",71,"The Talismans of Shannara",4,32250,1999,440,52,"Heritage of Shannara"
5,"Terry Brooks",71,"Magic Kingdom For Sale/Sold",3.86,28081,NA,324,59,"Magic Kingdom of Landover"
6,"Terry Brooks",71,"The Druid of Shannara",4,25503,NA,NA,48,"Heritage of Shannara"
7,"Terry Brooks",71,"The Elf Queen of Shannara",4.01,24054,NA,416,52,"Heritage of Shannara"
8,"Terry Brooks",71,"The Scions of Shannara",3.96,23699,2006,512,49,"Heritage of Shannara"
9,"Terry Brooks",71,"First King of Shannara",3.93,23702,1997,489,58,"The Original Shannara Trilogy"
10,"Terry Brooks",71,"Running with the Demon",3.94,21064,1997,420,40,"Word & Void"
1,"Aya Ling",72,"The Ugly Stepsister",3.96,1053,2015,453,48,"Unfinished Fairy Tales"
2,"Aya Ling",72,"Princesses Don't Get Fat",3.52,451,2013,136,24,""
3,"Aya Ling",72,"Princess of Athelia: An Unfinished Fairy Tales Novella",3.97,220,NA,NA,54,""
4,"Aya Ling",72,"Princesses Don't Fight in Skirts",3.85,143,NA,NA,32,""
5,"Aya Ling",72,"Princesses Don't Become Engineers",3.74,74,2014,NA,33,""
6,"Aya Ling",72,"Girl with Flying Weapons",3.89,55,2013,253,24,""
7,"Aya Ling",72,"Once Upon a Happy Ending: An Anthology of Reimagined Fairy Tales",4.32,31,NA,NA,64,""
8,"Aya Ling",72,"The Princess Series",4.15,20,NA,NA,19,""
9,"Aya Ling",72,"Twice Upon A Time",4,3,2016,NA,46,"Unfinished Fairy Tales"
1,"Helen Harper",73,"Bloodfire",3.96,6391,2012,246,29,"Blood Destiny"
2,"Helen Harper",73,"Bloodmagic",4.02,4906,2012,156,30,"Blood Destiny"
3,"Helen Harper",73,"Bloodrage",4.04,4556,2013,237,29,"Blood Destiny"
4,"Helen Harper",73,"Blood Politics",4.07,4091,2013,220,34,"Blood Destiny"
5,"Helen Harper",73,"Bloodlust",4.07,3525,2013,256,28,"Blood Destiny"
6,"Helen Harper",73,"Gifted Thief",4.04,2971,2016,348,33,"Highland Magic"
7,"Helen Harper",73,"Honour Bound",4.24,2123,2016,251,33,"Highland Magic"
8,"Helen Harper",73,"Veiled Threat",4.42,1650,2016,238,34,"Highland Magic"
9,"Helen Harper",73,"Dire Straits",3.85,1460,2014,382,30,"Bo Blackman"
10,"Helen Harper",73,"New Order",3.98,1073,2014,263,27,"Bo Blackman"
1,"Robert J. Crane",74,"The Girl in the Box Series",4.01,8021,NA,502,54,"The Girl in the Box"
2,"Robert J. Crane",74,"Alone",3.78,6639,2012,166,31,"The Girl in the Box"
3,"Robert J. Crane",74,"Untouched",3.97,4170,2012,235,35,"The Girl in the Box"
4,"Robert J. Crane",74,"Soulless",3.99,3669,2012,187,34,"The Girl in the Box"
5,"Robert J. Crane",74,"Family",4.23,3408,2012,224,32,"The Girl in the Box"
6,"Robert J. Crane",74,"Omega",4.3,2894,2013,243,30,"The Girl in the Box"
7,"Robert J. Crane",74,"Broken",4.25,2686,2013,NA,32,"The Girl in the Box"
8,"Robert J. Crane",74,"Enemies",4.31,2353,2013,312,33,"The Girl in the Box"
9,"Robert J. Crane",74,"Legacy",4.31,2233,2013,NA,32,"The Girl in the Box"
10,"Robert J. Crane",74,"Destiny",4.33,2053,NA,NA,33,"The Girl in the Box"
1,"RaShelle Workman",75,"Blood and Snow",3.72,3927,2012,264,34,"Blood and Snow"
2,"RaShelle Workman",75,"Exiled",3.57,1604,NA,NA,28,"Immortal Essence"
3,"RaShelle Workman",75,"Revenant in Training",3.83,1322,2012,56,41,"Blood and Snow"
4,"RaShelle Workman",75,"Prey and Magic",3.91,1259,2012,56,35,"Blood and Snow"
5,"RaShelle Workman",75,"The Vampire Christopher",3.85,1240,2012,62,44,"Blood and Snow"
6,"RaShelle Workman",75,"Blood Soaked Promises",3.87,1198,2012,60,42,"Blood and Snow"
7,"RaShelle Workman",75,"Masquerade's Moon",3.99,1055,2012,59,38,"Blood and Snow"
8,"RaShelle Workman",75,"Seal of Gabriel",3.94,969,2012,59,36,"Blood and Snow"
9,"RaShelle Workman",75,"Telltale Kisses",3.99,918,2012,54,36,"Blood and Snow"
10,"RaShelle Workman",75,"Love Bleeds",4.02,888,2013,NA,32,"Blood and Snow"
1,"T. Rae Mitchell",76,"Fate's Fables Boxed Set : One Girl's Journey Through 8 Unfortunate Fairy Tales",4.09,104,2015,494,109,""
2,"T. Rae Mitchell",76,"Magic Touch: 11 Urban/Paranormal Fantasy Novels",3.76,82,NA,NA,47,""
3,"T. Rae Mitchell",76,"Once Upon a Happy Ending: An Anthology of Reimagined Fairy Tales",4.32,31,NA,NA,64,""
4,"T. Rae Mitchell",76,"Magic Brew: Edge Chronicles",4.79,24,2015,298,27,""
5,"T. Rae Mitchell",76,"The Lonely Sorceress - Part 1 of Fate's Fables: One Girl's Journey Through 8 Unfortunate Fairy Tales",3.57,14,NA,NA,100,""
6,"T. Rae Mitchell",76,"The Bloodthirsty Oak - Part 8 of Fate's Fables: One Girl's Journey Through 8 Unfortunate Fairy Tales",3.83,12,NA,NA,100,""
7,"T. Rae Mitchell",76,"The Goblin Queen - Part 3 of Fate's Fables: One Girl's Journey Through 8 Unfortunate Fairy Tales",3.75,12,NA,NA,96,""
8,"T. Rae Mitchell",76,"The Heart Of A Troll - Part 4 of Fate's Fables: One Girl's Journey Through 8 Unfortunate Fairy Tales",3.67,12,NA,NA,100,""
9,"T. Rae Mitchell",76,"A Dark Faery's Love - Part 2 of Fate's Fables: One Girl's Journey Through 8 Unfortunate Fairy Tales",3.73,11,NA,NA,99,""
10,"T. Rae Mitchell",76,"The Dragon Empress - Part 5 of Fate's Fables: One Girl's Journey Through 8 Unfortunate Fairy Tales",3.73,11,NA,NA,98,""
1,"K. M. Shea",77,"Beauty and the Beast",4.04,2916,NA,NA,47,"Timeless Fairy Tales"
2,"K. M. Shea",77,"Cinderella and the Colonel",4.27,1466,NA,NA,53,"Timeless Fairy Tales"
3,"K. M. Shea",77,"Heart of Ice",4.15,1289,2015,227,33,"The Snow Queen"
4,"K. M. Shea",77,"Rumpelstiltskin",4.26,1106,NA,NA,42,"Timeless Fairy Tales"
5,"K. M. Shea",77,"The Wild Swans",3.88,1116,NA,NA,41,"Timeless Fairy Tales"
6,"K. M. Shea",77,"Red Rope of Fate",4.16,999,2013,185,16,""
7,"K. M. Shea",77,"The Little Selkie",4.23,820,2015,NA,44,"Timeless Fairy Tales"
8,"K. M. Shea",77,"Sacrifice",4.32,782,NA,254,30,"The Snow Queen"
9,"K. M. Shea",77,"My Life at the M.B.R.C.",4.32,642,2011,296,67,"Magical Beings' Rehabilitation Center"
10,"K. M. Shea",77,"Enthroned",4.01,689,2013,NA,43,"King Arthur and Her Knights"
1,"Shari L. Tapscott",78,"Pippa of Lauramore",4.02,523,2016,402,35,"Eldentimber"
2,"Shari L. Tapscott",78,"Seirsha of Errinton",4.23,159,2016,NA,36,"Eldentimber"
3,"Shari L. Tapscott",78,"Anwen of Primewood",4.1,159,2016,396,35,"Eldentimber"
4,"Shari L. Tapscott",78,"Just the Essentials",4.14,115,2015,308,45,"Cabin. Coffee. Love."
5,"Shari L. Tapscott",78,"Glitter and Sparkle",4.05,117,2016,NA,19,""
6,"Shari L. Tapscott",78,"Audette of Brookraven",4.34,101,2016,NA,38,"Eldentimber"
7,"Shari L. Tapscott",78,"Rosie of Triblue",4.09,65,NA,NA,35,"Eldentimber"
8,"Shari L. Tapscott",78,"Grace of Vernow",4.06,65,NA,NA,35,"Eldentimber"
9,"Shari L. Tapscott",78,"Puss without Boots: A Puss in Boots Retelling",4.29,34,2016,NA,45,""
10,"Shari L. Tapscott",78,"Once Upon a Happy Ending: An Anthology of Reimagined Fairy Tales",4.32,31,NA,NA,64,""
1,"Casey Lane",79,"Cinderella Dreams of Fire",3.76,133,NA,NA,51,"Fairy Tales Forever"
2,"Casey Lane",79,"Once Upon a Happy Ending: An Anthology of Reimagined Fairy Tales",4.32,31,NA,NA,64,""
3,"Casey Lane",79,"Snow White's Revenge",4,14,2016,NA,20,""
1,"Melanie Cellier",80,"The Princess Companion: A Retelling of The Princess and the Pea",4.21,192,NA,335,87,"The Four Kingdoms"
2,"Melanie Cellier",80,"The Princess Fugitive: A Reimagining of Little Red Riding Hood",4.32,74,2016,NA,86,"The Four Kingdoms"
3,"Melanie Cellier",80,"Once Upon a Happy Ending: An Anthology of Reimagined Fairy Tales",4.32,31,NA,NA,64,""
4,"Melanie Cellier",80,"The Kitchen Maid",3.5,4,NA,NA,16,""
5,"Melanie Cellier",80,"Happily Ever Afters: A Four Kingdoms Novella",4.5,2,NA,NA,44,""
1,"Glynn Stewart",81,"Starship's Mage: Omnibus",4.19,1384,NA,NA,46,"Starship's Mage"
2,"Glynn Stewart",81,"Hand of Mars",4.28,1008,NA,NA,34,"Starship's Mage"
3,"Glynn Stewart",81,"Voice of Mars",4.34,903,NA,NA,34,"Starship's Mage"
4,"Glynn Stewart",81,"Space Carrier Avalon",4.14,783,NA,NA,43,"Castle Federation"
5,"Glynn Stewart",81,"Alien Arcana",4.48,525,NA,NA,34,"Starship's Mage"
6,"Glynn Stewart",81,"The Terran Privateer",4.36,515,NA,NA,40,"Duchy of Terra"
7,"Glynn Stewart",81,"Stellar Fox",4.21,453,NA,NA,34,"Castle Federation"
8,"Glynn Stewart",81,"Starship's Mage: Episode 1",4.06,448,2013,63,26,""
9,"Glynn Stewart",81,"Battle Group Avalon",4.19,366,NA,347,42,"Castle Federation"
10,"Glynn Stewart",81,"Starship's Mage: Episode 2",4.07,267,2014,68,26,""
1,"Stacey Marie Brown",82,"Darkness of Light",4,5873,2013,298,32,"Darkness"
2,"Stacey Marie Brown",82,"Fire in the Darkness",4.29,3602,2013,313,35,"Darkness"
3,"Stacey Marie Brown",82,"Dwellers of Darkness",4.29,2933,2014,344,35,"Darkness"
4,"Stacey Marie Brown",82,"City in Embers",4.13,2898,2015,458,30,"Collector"
5,"Stacey Marie Brown",82,"Blood Beyond Darkness",4.35,2179,NA,NA,36,"Darkness"
6,"Stacey Marie Brown",82,"The Barrier Between",4.33,1863,2015,NA,34,"Collector"
7,"Stacey Marie Brown",82,"Across The Divide",4.35,1482,2015,NA,32,"Collector"
8,"Stacey Marie Brown",82,"Beast in the Darkness",4.23,1002,NA,40,38,"Darkness"
9,"Stacey Marie Brown",82,"From Burning Ashes",4.49,911,2016,NA,34,"Collector"
10,"Stacey Marie Brown",82,"Hidden Worlds",4.09,126,2014,315,13,""
1,"Marina Finlayson",83,"Twiceborn",3.76,167,2015,364,26,"The Proving"
2,"Marina Finlayson",83,"Stolen Magic",4.18,101,NA,NA,42,"Shadows of the Immortals"
3,"Marina Finlayson",83,"The Twiceborn Queen",4.14,59,2015,354,36,"The Proving"
4,"Marina Finlayson",83,"Moon Magic: Six-book Starter Library for lovers of Paranormal and Urban Fantasy featuring wolf and coyote shifters and beasts of all kinds...",4.06,47,NA,NA,141,""
5,"Marina Finlayson",83,"The Fairytale Curse",3.71,49,NA,NA,39,"Magic's Return"
6,"Marina Finlayson",83,"Twiceborn Endgame",4.39,41,NA,NA,34,"The Proving"
7,"Marina Finlayson",83,"Moonborn",4.21,28,NA,NA,8,""
8,"Marina Finlayson",83,"The Cauldron's Gift",4.25,20,NA,NA,39,"Magic's Return"
9,"Marina Finlayson",83,"The Family Business",4.33,15,2015,18,19,""
10,"Marina Finlayson",83,"Andromeda Spaceways Inflight Magazine Issue 56",4.54,13,2012,176,46,""
1,"Carrie Anne Noble",84,"The Mermaid's Sister",3.64,9387,2015,236,20,""
2,"Carrie Anne Noble",84,"Deep Magic - June 2016",4.2,40,NA,NA,22,""
3,"Carrie Anne Noble",84,"The Gold-Son",0,0,2017,NA,12,""
1,"Erika Johansen",85,"The Queen of the Tearling",4.02,40732,2014,434,57,"The Queen of the Tearling"
2,"Erika Johansen",85,"The Invasion of the Tearling",4.16,20481,2015,515,60,"The Queen of the Tearling"
3,"Erika Johansen",85,"The Fate of the Tearling",4.14,377,2016,496,56,"The Queen of the Tearling"
4,"Erika Johansen",85,"The Queen of the Tearling: Preview Edition e-Book",4.02,165,NA,NA,49,""
1,"Val St. Crowe",86,"Fire Song",3.87,430,NA,NA,31,"City of Dragons"
2,"Val St. Crowe",86,"Fire Storm",4.1,218,NA,NA,32,"City of Dragons"
3,"Val St. Crowe",86,"Fire Magic",4.17,168,NA,NA,32,"City of Dragons"
4,"Val St. Crowe",86,"Smoke",3.68,149,NA,NA,36,""
5,"Val St. Crowe",86,"Fire Marked",3.98,89,NA,NA,33,"City of Dragons"
6,"Val St. Crowe",86,"Fire Born",4.3,71,NA,NA,31,"City of Dragons"
7,"Val St. Crowe",86,"Moon Magic: Six-book Starter Library for lovers of Paranormal and Urban Fantasy featuring wolf and coyote shifters and beasts of all kinds...",4.06,47,NA,NA,141,""
8,"Val St. Crowe",86,"Embers",3.73,44,NA,NA,37,""
9,"Val St. Crowe",86,"Toil and Trouble, Book One",3.29,21,NA,NA,61,"The Toil and Trouble Trilogy"
10,"Val St. Crowe",86,"Fire Brand",4.25,4,NA,NA,35,""
1,"Jack Thorne",87,"Harry Potter and the Cursed Child - Parts One and Two",3.83,223268,2016,343,72,"Harry Potter"
2,"Jack Thorne",87,"Let The Right One In",3.88,56,2013,82,20,""
3,"Jack Thorne",87,"BUNNY",3.62,21,2011,48,5,""
4,"Jack Thorne",87,"When You Cure Me",3.16,19,2006,96,16,""
5,"Jack Thorne",87,"Harry Potter and the Cursed Child: Parts 1 & 2, Special Rehearsal Edition Script",3.67,12,2016,NA,80,""
6,"Jack Thorne",87,"Hope",3.55,11,2014,96,4,""
7,"Jack Thorne",87,"Jack Thorne Plays: One",4.22,9,2014,320,22,""
8,"Jack Thorne",87,"The Solid Life of Sugar Water",4.29,7,NA,NA,29,""
9,"Jack Thorne",87,"Stacy & Fanny and Faggot: Two Plays",3.83,6,2008,124,35,""
10,"Jack Thorne",87,"2nd May 1997",3.5,4,2010,96,12,""
1,"John Tiffany",88,"Harry Potter and the Cursed Child - Parts One and Two",3.83,223269,2016,343,72,"Harry Potter"
2,"John Tiffany",88,"Harry Potter and the Cursed Child: Parts 1 & 2, Special Rehearsal Edition Script",3.67,12,2016,NA,80,""
3,"John Tiffany",88,"Eleanor Lambert: Still Here",4.8,5,2011,319,27,""
4,"John Tiffany",88,"A Short History of the Balfour Declaration",5,1,NA,NA,42,""
5,"John Tiffany",88,"Harry Potter and the Cursed Child, Parts 1 & 2 and Harry Potter and the Philosopher's Stone 2 Books Bundle Collection",5,1,NA,NA,117,""
6,"John Tiffany",88,"Dishonesty: A Symptom of the Wasting DisEase",0,0,2014,232,44,""
7,"John Tiffany",88,"Fountain of Fairytales: A Scholarly Romp Through the Old Testament",0,0,NA,NA,66,""
8,"John Tiffany",88,"Harry Potter y El Legado Maldito",0,0,2016,NA,32,""
1,"Dannika Dark",89,"Seven Years",4.02,10911,2013,332,23,"Seven"
2,"Dannika Dark",89,"Sterling",3.99,7480,2011,263,21,"Mageri"
3,"Dannika Dark",89,"Six Months",4.12,6214,2014,340,22,"Seven"
4,"Dannika Dark",89,"Twist",4.29,5841,2012,283,18,"Mageri"
5,"Dannika Dark",89,"Impulse",4.34,4927,2012,365,20,"Mageri"
6,"Dannika Dark",89,"Five Weeks",4.27,4880,NA,NA,22,"Seven"
7,"Dannika Dark",89,"Gravity",4.38,4672,2013,368,20,"Mageri"
8,"Dannika Dark",89,"Four Days",4.39,4526,NA,NA,21,"Seven"
9,"Dannika Dark",89,"Shine",4.45,3982,2013,367,18,"Mageri"
10,"Dannika Dark",89,"Three Hours",4.42,3960,NA,NA,23,"Seven"
1,"Jonathan Renshaw",90,"Dawn of Wonder",4.38,7300,NA,712,33,"The Wakening"
2,"Jonathan Renshaw",90,"The Missing Chapters: Chapters missing from early versions of Dawn of Wonder",4.31,29,NA,NA,76,""
1,"Elianne Adams",91,"Shifters in the Spring",4.16,768,2016,801,22,""
2,"Elianne Adams",91,"Call of the Dragon",4.03,737,2014,249,42,"Return to Avalore"
3,"Elianne Adams",91,"Releasing Her Dragon",3.98,259,NA,NA,39,"Dragon Blood"
4,"Elianne Adams",91,"Masters Of The Hunt: Fated and Forbidden",4.21,192,2015,NA,40,""
5,"Elianne Adams",91,"Alpha Heat",4.07,192,2016,149,10,""
6,"Elianne Adams",91,"Alpha Fever",4.21,156,2016,1277,11,""
7,"Elianne Adams",91,"Rise of the Phoenix",4.35,133,NA,NA,43,"Return to Avalore"
8,"Elianne Adams",91,"More Wicked Alphas, Wild Nights",4.35,117,NA,NA,31,""
9,"Elianne Adams",91,"Her Gingerbread Dragon",4.14,121,NA,NA,41,"Dragon Blood"
10,"Elianne Adams",91,"Sugar, Spice, and Shifters",4.47,111,2015,NA,26,""
1,"K.N. Lee",92,"Rise of the Flame",3.96,249,NA,465,46,""
2,"K.N. Lee",92,"Netherworld",3.91,244,2013,300,38,"The Chronicles of Koa"
3,"K.N. Lee",92,"Dark Prophet",4.48,94,2014,264,39,"The Chronicles of Koa"
4,"K.N. Lee",92,"Magic and Mayhem: 21 Fantasy Novels by NY Times, USA Today and Internationally Bestselling Authors",3.95,88,NA,NA,98,""
5,"K.N. Lee",92,"A World of Joy",4.25,67,2013,NA,37,"ASMSG Collections"
6,"K.N. Lee",92,"The Scarlett Legacy",3.74,76,2015,344,19,""
7,"K.N. Lee",92,"Coming In Hot Paranormal & Contemporary Medical Romance Boxed Set",4.33,63,2016,729,65,""
8,"K.N. Lee",92,"Academia of the Beast: A Dark Retelling of Beauty and the Beast",3.36,72,NA,NA,63,""
9,"K.N. Lee",92,"Spell Slinger",3.81,59,NA,NA,13,""
10,"K.N. Lee",92,"Thicker Than Blood",4.47,45,2013,82,18,""
1,"Dean Koontz",93,"Odd Thomas",3.92,203584,2006,446,27,"Odd Thomas"
2,"Dean Koontz",93,"Watchers",4.15,106774,2003,624,8,""
3,"Dean Koontz",93,"Intensity",4.03,57946,2000,436,9,""
4,"Dean Koontz",93,"Forever Odd",3.96,56701,2007,364,28,"Odd Thomas"
5,"Dean Koontz",93,"Phantoms",3.92,55562,2002,448,8,""
6,"Dean Koontz",93,"Brother Odd",3.97,49655,2006,364,28,"Odd Thomas"
7,"Dean Koontz",93,"Velocity",3.85,48630,2006,460,8,""
8,"Dean Koontz",93,"Lightning",4.05,45009,2003,384,9,""
9,"Dean Koontz",93,"False Memory",3.86,36619,2000,751,12,""
10,"Dean Koontz",93,"The Husband",3.8,36792,2006,400,11,""
1,"Melissa F. Olson",94,"Boundary Crossed",3.98,7169,NA,302,37,"Boundary Magic"
2,"Melissa F. Olson",94,"Dead Spots",3.8,4850,2012,293,33,"Scarlett Bernard"
3,"Melissa F. Olson",94,"Boundary Lines",4.15,3392,NA,NA,35,"Boundary Magic"
4,"Melissa F. Olson",94,"Trail of Dead",4.01,3305,2013,295,36,"Scarlett Bernard"
5,"Melissa F. Olson",94,"Hunter's Trail",4.15,2536,2014,377,37,"Scarlett Bernard"
6,"Melissa F. Olson",94,"Boundary Born",4.26,1775,NA,290,34,"Boundary Magic"
7,"Melissa F. Olson",94,"Malediction: An Old World Story",3.92,646,NA,NA,54,"Boundary Magic"
